Borough,Address,Total Building Floor Area,Number of Floors,Assessed Total Value,Year Built
MN, RIVERSIDE PARK,0,0,0,0
SI, WILLOW ROAD EAST,0,0,0,0
SI, BOCCE COURT,0,0,0,0
SI, TURNER STREET,0,0,0,0
SI, LYCEUM COURT,0,0,0,0
QN,98 AVENUE,0,0,0,0
BX, BRONX RIVER AVENUE,0,0,0,0
BX, BOLLER AVENUE,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
BX, BRUCKNER BOULEVARD,0,0,0,0
QN, FAR ROCKAWAY BLVD,0,0,0,0
QN, MYRTLE AVENUE,0,0,0,0
QN, FAR ROCKAWAY BLVD,0,0,0,0
QN,BEACH 67 STREET,0,0,0,0
QN, BEACH CHANNEL DRIVE,0,0,0,0
SI, CODY PLACE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI, JOHN STREET,0,0,0,0
BX, EASTCHESTER ROAD,0,0,0,0
SI, WINDSOR COURT,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
SI, GREENFIELD COURT,0,0,0,0
SI, STRAWBERRY LANE,0,0,0,0
SI, IMPALA COURT,0,0,0,0
QN, WINCHESTER BOULEVARD,0,0,0,0
BK, FT HAMILTON PARKWAY,0,0,0,0
BK, SURF AVENUE,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN,60 STREET,0,0,0,0
QN, ONDERDONK AVENUE,0,0,0,0
QN, METROPOLITAN AVENUE,0,0,0,0
SI, WELLINGTON COURT,0,0,0,0
SI, GREENWAY AVENUE,0,0,0,0
QN,43 STREET,0,0,0,0
BK, AVENUE L,0,0,0,0
QN,91-01 91 AVENUE,0,0,0,0
BX,EAST 162 STREET,0,0,0,0
BK, WHITE STREET,0,0,0,0
BK,10 AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
QN, HIGHLAND AVENUE,0,0,0,0
QN,147 STREET,0,0,0,0
BK,1278 MCDONALD AVENUE,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
SI, VIRGINIA AVENUE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
BK, SUTTER AVENUE,0,0,0,0
SI, PARK AVENUE,0,0,0,0
MN,566 WEST 170 STREET,0,0,0,0
MN,EAST 45 STREET,0,0,0,0
MN,430 WEST 36 STREET,0,0,0,0
BX, MACOMBS DAM PARK,0,0,0,0
BK,28 MALCOLM X BOULEVARD,0,0,0,0
BK,EAST 100 STREET,0,0,0,0
MN, RIVERSIDE PARK,0,0,0,0
MN, GREENWICH STREET,0,0,0,0
BK, ROYCE STREET,0,0,0,0
QN,42 AVENUE,0,0,0,0
SI, WESTPORT LANE,0,0,0,0
QN,128 DRIVE,0,0,0,0
QN, DONGAN AVENUE,0,0,0,0
QN,159 STREET,0,0,0,0
SI, BARLOW AVENUE,0,0,0,0
SI, EXCELSIOR AVENUE,0,0,0,0
BK,EAST 43 STREET,0,0,0,0
QN,BEACH 40 STREET,0,0,0,0
SI, BAY STREET,0,0,0,0
BK, CENTRAL AVENUE,0,0,0,0
BX, MAJOR DEEGAN EXPRESS,0,0,0,0
QN, WILLETS POINT BLVD,0,0,0,0
SI, WOODVALE AVENUE,0,0,0,0
SI, PATTERSON AVENUE,0,0,0,0
SI, BURGUNDY LOOP,0,0,0,0
SI, MILL ROAD,0,0,0,0
QN,23 AVENUE,0,0,0,0
SI, SOUTH RAILROAD ST,0,0,0,0
SI, GROVE AVENUE,0,0,0,0
QN, ELIOT AVENUE,0,0,0,0
BX, PARK AVENUE,0,0,0,0
QN, MEADOW ROAD,0,0,0,0
MN,10 AVENUE,0,0,0,0
BK, ATLANTIC AVENUE,0,0,0,0
BK, PACIFIC STREET,0,0,0,0
BK, AVENUE Z,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
BX, BRONX PARK AVENUE,0,0,0,0
QN,84 STREET,0,0,0,0
BK,3021 KNAPP STREET,0,0,0,0
QN, UNION TURNPIKE,0,0,0,0
SI, LYNDALE LANE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
MN,WEST 135 STREET,0,0,0,0
QN, BOW STREET,0,0,0,0
QN, BURNS STREET,0,0,0,0
QN,87-73 123 STREET,0,0,0,0
QN,211 STREET,0,0,0,0
MN, WARDS ISLAND,0,0,0,0
QN, PARSONS BOULEVARD,0,0,0,0
QN,BEACH 42 STREET,0,0,0,0
SI, TEMPLE COURT,0,0,0,0
QN,130 STREET,0,0,0,0
QN,70 AVENUE,0,0,0,0
QN,133 AVENUE,0,0,0,0
QN,144 STREET,0,0,0,0
QN,145 STREET,0,0,0,0
QN,74 STREET,0,0,0,0
QN,BEACH 77 STREET,0,0,0,0
BX,419 BOTANICAL SQUARE S,0,0,0,0
SI, MAPLE AVENUE,0,0,0,0
SI, NAVIGATOR COURT,0,0,0,0
BX, INTERVALE AVENUE,0,0,0,0
QN,58 STREET,0,0,0,0
QN,123 STREET,0,0,0,0
BX,230 WEST TREMONT AVENUE,0,0,0,0
QN, WOODSIDE AVENUE,0,0,0,0
SI, GREAVES AVENUE,0,0,0,0
BK, MORGAN AVENUE,0,0,0,0
BX, CARPENTER AVE,0,0,0,0
BX,2471 WESTCHESTER AVENUE,0,0,0,0
QN, BEACH CHANNEL DRIVE,0,0,0,0
QN,43 AVENUE,0,0,0,0
BK, SURF AVENUE,0,0,0,0
QN,159 STREET,0,0,0,0
QN, ROCKAWAY BOULEVARD,0,0,0,0
SI, ALTER AVENUE,0,0,0,0
QN, HAWTREE CREEK ROAD,0,0,0,0
SI, PELTON AVENUE,0,0,0,0
SI, ARTHUR KILL ROAD,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI,2475 VICTORY BOULEVARD,0,0,0,0
SI, JOHNSON AVENUE,0,0,0,0
SI, NICHOLAS AVENUE,0,0,0,0
QN, BOW STREET,0,0,0,0
SI, DARLINGTON AVENUE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
SI, RICHMOND HILL ROAD,0,0,0,0
MN,11 AVENUE,0,0,0,0
SI, WIRT AVENUE,0,0,0,0
QN,133-17 41 AVENUE,0,0,0,0
QN, QUEENS BOULEVARD,0,0,0,0
QN,42 AVENUE,0,0,0,0
BK,337 14 STREET,0,0,0,0
QN, ROOSEVELT AVENUE,0,0,0,0
MN, RIVERVIEW TERRACE,0,0,0,0
SI, UNION AVENUE,0,0,0,0
QN,BEACH 73 STREET,0,0,0,0
QN,25 AVENUE,0,0,0,0
SI, GIRARD STREET,0,0,0,0
QN,69 PLACE,0,0,0,0
BK, PACIFIC STREET,0,0,0,0
BK,8517 FLATLANDS AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
SI, SAVO LOOP,0,0,0,0
BX, ROSE FEISS BOULEVARD,0,0,0,0
BK,380 SOUTH 1 STREET,0,0,0,0
MN, HUDSON STREET,0,0,0,0
BX,1940 TURNBULL AVENUE,0,0,0,0
BX,1931 LAFAYETTE AVENUE,0,0,0,0
BX, LAFAYETTE AVENUE,0,0,0,0
QN,35 STREET,0,0,0,0
QN, BRINKERHOFF AVENUE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
QN, ASTORIA BOULEVARD,0,0,0,0
QN,39 AVENUE,0,0,0,0
MN,184 AVENUE D,0,0,0,0
BK,2 AVENUE,0,0,0,0
BX, WHITE PLAINS ROAD,0,0,0,0
QN,176 STREET,0,0,0,0
SI, CHAPIN AVENUE,0,0,0,0
QN,149 AVENUE,0,0,0,0
SI, WHALLEY AVENUE,0,0,0,0
QN,100 STREET,0,0,0,0
QN,97 STREET,0,0,0,0
BX,EAST 180 STREET,0,0,0,0
QN, METROPOLITAN AVENUE,0,0,0,0
QN,56 ROAD,0,0,0,0
SI, NORTH GANNON AVENUE,0,0,0,0
SI, JEFFERSON AVENUE,0,0,0,0
SI, GRASMERE AVENUE,0,0,0,0
SI,95 MACON AVENUE,0,0,0,0
BK, GRANT AVENUE,0,0,0,0
BK,2210 MERMAID AVENUE,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
QN,132 ROAD,0,0,0,0
SI, LAMONT AVENUE,0,0,0,0
SI, ERIKA LOOP,0,0,0,0
QN, WYCKOFF AVENUE,0,0,0,0
BK,298 EUCLID AVENUE,0,0,0,0
QN,163-17 STATION ROAD,0,0,0,0
MN,221 EAST 37 STREET,0,0,0,0
SI, CANDON COURT,0,0,0,0
BX, BRONX BOULEVARD,0,0,0,0
BK,18 AVENUE,0,0,0,0
QN,,0,0,0,0
BX, WATERS PLACE,0,0,0,0
QN,69 STREET,0,0,0,0
QN,BEACH 193 STREET,0,0,0,0
SI, ZOE STREET,0,0,0,0
BX, POPLAR STREET,0,0,0,0
QN, SOUTH RAILROAD AVE,0,0,0,0
QN,58-00 59 AVENUE,0,0,0,0
QN,127-11 POWELLS COVE BLVD,0,0,0,0
BK, SHORE PARKWAY,0,0,0,0
SI, MANEE AVENUE,0,0,0,0
BK,1129 HALSEY STREET,0,0,0,0
SI, ESSEX DRIVE,0,0,0,0
BX,904 HUNTS POINT AVENUE,0,0,0,0
QN,BEACH 96 STREET,0,0,0,0
QN, NORTHERN BOULEVARD,0,0,0,0
BX, EAST TREMONT AVENUE,0,0,0,0
QN, SAYRES AVENUE,0,0,0,0
QN,BEACH 12 STREET,0,0,0,0
QN,57 STREET,0,0,0,0
SI,241 VEDDER AVENUE,0,0,0,0
SI, BLOOMINGDALE ROAD,0,0,0,0
SI, WINDHAM LOOP,0,0,0,0
QN,63 STREET,0,0,0,0
QN,135 AVENUE,0,0,0,0
QN,21 STREET,0,0,0,0
BX, LEGGETT AVENUE,0,0,0,0
QN, BURNS STREET,0,0,0,0
QN,149 AVENUE,0,0,0,0
QN,60 PLACE,0,0,0,0
BK, JUST COURT,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
SI, ARTHUR KILL ROAD,0,0,0,0
SI, BLOOMINGDALE ROAD,0,0,0,0
BK, SUTTER AVENUE,0,0,0,0
QN,160 AVENUE,0,0,0,0
QN,114-50 LEFFERTS BOULEVARD,0,0,0,0
QN, WOODSIDE AVENUE,0,0,0,0
MN,2 DOYERS STREET,0,0,0,0
QN, UNION HALL STREET,0,0,0,0
QN,87-40 109 STREET,0,0,0,0
QN, PITKIN AVENUE,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
QN,BEACH 96 STREET,0,0,0,0
SI, SOUTH RAILROAD AVE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
SI,1250 BAY STREET,0,0,0,0
QN,146 STREET,0,0,0,0
QN,219 STREET,0,0,0,0
SI, RICHMOND VALLEY ROAD,0,0,0,0
SI, SPOONER STREET,0,0,0,0
QN,46 ROAD,0,0,0,0
BK,302 VAN SINDEREN AVENUE,0,0,0,0
SI,36 BAY STREET LANDING,0,0,0,0
BK,EAST 98 STREET,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,28-20 JACKSON AVENUE,0,0,0,0
QN,87 AVENUE,0,0,0,0
BX, ST MARYS STREET,0,0,0,0
QN,68-28 70 AVENUE,0,0,0,0
BK, DUMONT AVENUE,0,0,0,0
QN,149 AVENUE,0,0,0,0
QN,111 AVENUE,0,0,0,0
BK, MC KIBBIN COURT,0,0,0,0
BK, SUTTER AVENUE,0,0,0,0
QN, DITMARS BOULEVARD,0,0,0,0
MN,276 AVENUE C,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN,120 AVENUE,0,0,0,0
SI, HUGUENOT AVENUE,0,0,0,0
SI, ALTER AVENUE,0,0,0,0
BX, GARFIELD STREET,0,0,0,0
SI, LUKE COURT,0,0,0,0
QN,175 STREET,0,0,0,0
QN, LITTLE NECK PARKWAY,0,0,0,0
BX, WEST KINGSBRIDGE RD,0,0,0,0
QN, FRESH POND ROAD,0,0,0,0
QN,74 STREET,0,0,0,0
QN, BOWNE STREET,0,0,0,0
BX, EAST TREMONT AVENUE,0,0,0,0
BX,EAST 138 STREET,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
QN,219 STREET,0,0,0,0
QN,,0,0,0,0
MN,1 AVENUE,0,0,0,0
BX, OAK POINT AVENUE,0,0,0,0
SI, SPRAGUE AVENUE,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
QN,104-67 45 AVENUE,0,0,0,0
QN,168 STREET,0,0,0,0
QN, DEPEW AVENUE,0,0,0,0
QN,89-67 162 STREET,0,0,0,0
SI, GARFIELD AVENUE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
BX, PAULDING AVENUE,0,0,0,0
BK, BEDFORD AVENUE,0,0,0,0
SI, BEACH AVENUE,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
SI, WILLOW AVENUE,0,0,0,0
QN, GRENFELL STREET,0,0,0,0
SI, CANNON AVENUE,0,0,0,0
QN, CORP KENNEDY STREET,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
BX,EAST 141 STREET,0,0,0,0
SI, BAY STREET,0,0,0,0
BK,547 CLINTON AVENUE,0,0,0,0
BX,3050 CRUGER AVENUE,0,0,0,0
BK, GARDNER AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
SI,870 ANNADALE ROAD,0,0,0,0
SI, DOE COURT,0,0,0,0
SI, SOUTH RAILROAD AVE,0,0,0,0
BK,EAST 18 STREET,0,0,0,0
BX,1324 WESTCHESTER AVENUE,0,0,0,0
QN,34-50 VERNON BOULEVARD,0,0,0,0
QN,164 PLACE,0,0,0,0
SI, DONGAN HILLS AVENUE,0,0,0,0
SI,1 BENTLEY STREET,0,0,0,0
QN, BOWNE STREET,0,0,0,0
QN, DENTON STREET,0,0,0,0
BK,6309 18 AVENUE,0,0,0,0
QN, BRINKERHOFF AVENUE,0,0,0,0
MN,503 EAST 74 STREET,0,0,0,0
MN,107 EAST 28 STREET,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
SI, BLOSSOM LANE,0,0,0,0
BK, MEEKER AVENUE,0,0,0,0
SI, BLOOMFIELD AVENUE,0,0,0,0
BX,1106 HOE AVENUE,0,0,0,0
SI, CLARK LANE,0,0,0,0
BX,,0,0,0,0
QN,27 STREET,0,0,0,0
BK,EAST 21 STREET,0,0,0,0
QN,47 ROAD,0,0,0,0
QN,31 AVENUE,0,0,0,0
BX, BRUCKNER BOULEVARD,0,0,0,0
QN, CYPRESS HILLS STREET,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
SI, WEST FINGERBOARD RD,0,0,0,0
QN,93-01 199 STREET,0,0,0,0
MN,232 WEST 31 STREET,0,0,0,0
SI, WILSON AVENUE,0,0,0,0
QN, VERNON BOULEVARD,0,0,0,0
BX,EAST 134 STREET,0,0,0,0
SI,,0,0,0,0
QN,19 STREET,0,0,0,0
QN, FRANCIS LEWIS BLVD,0,0,0,0
BK,87 RIVER STREET,0,0,0,0
QN,BEACH 67 STREET,0,0,0,0
QN, COOPER AVENUE,0,0,0,0
MN,237 EAST 55 STREET,0,0,0,0
BX,EAST 241 STREET,0,0,0,0
BX,415 BRUCKNER BOULEVARD,0,0,0,0
QN,88 STREET,0,0,0,0
BX,751 GARRISON AVENUE,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, ARTHUR KILL ROAD,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN,45 AVENUE,0,0,0,0
BK,95 YORK STREET,0,0,0,0
BK, STILLWELL AVENUE,0,0,0,0
BK,763 ROCKAWAY AVENUE,0,0,0,0
BK, LINCOLN AVENUE,0,0,0,0
QN, BEAVER ROAD,0,0,0,0
SI,219 TRACY AVENUE,0,0,0,0
SI, LEXA PLACE,0,0,0,0
QN, RUST STREET,0,0,0,0
QN,137-34 NORTHERN BOULEVARD,0,0,0,0
QN,39 STREET,0,0,0,0
BK, CONEY ISLAND AVENUE,0,0,0,0
SI, WILSON AVENUE,0,0,0,0
BK,1064 BUSHWICK AVENUE,0,0,0,0
BK, RALPH AVENUE,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
BK,EAST 15 STREET,0,0,0,0
QN,45-06 244 STREET,0,0,0,0
MN,EAST 42 STREET,0,0,0,0
BX,1514 SACKETT AVENUE,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
QN,20 AVENUE,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
SI, ELIZABETH GROVE ROAD,0,0,0,0
SI, WILLOW AVENUE,0,0,0,0
BX, MAJ WM DEEGAN BLVD,0,0,0,0
QN, VAN WYCK EXPRESSWAY,0,0,0,0
QN,140 AVENUE,0,0,0,0
BK,EAST 95 STREET,0,0,0,0
BK, MC DONALD AVENUE,0,0,0,0
QN,138-08 111 AVENUE,0,0,0,0
SI,1842 NORTH RAILROAD AVE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
SI, HUGUENOT AVENUE,0,0,0,0
QN,160 AVENUE,0,0,0,0
BX,351 EAST 139 STREET,0,0,0,0
BK,2117 BEDFORD AVENUE,0,0,0,0
QN,45 AVENUE,0,0,0,0
SI, WHITNEY AVENUE,0,0,0,0
SI, LINCOLN AVENUE,0,0,0,0
QN, WOODHAVEN BOULEVARD,0,0,0,0
QN,44 STREET,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
QN, SHALER AVENUE,0,0,0,0
SI, WEST SHORE PARKWAY,0,0,0,0
QN,54 STREET,0,0,0,0
QN, DOUGLAS AVENUE,0,0,0,0
SI,35 UTAH STREET,0,0,0,0
BK,36 STREET,0,0,0,0
QN,140 STREET,0,0,0,0
BX, PELHAM BAY PARK,0,0,0,0
SI, GRANITE AVENUE,0,0,0,0
BX, WEBSTER AVENUE,0,0,0,0
QN,89-71 163 STREET,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
QN, SMITH STREET,0,0,0,0
QN,219 STREET,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
SI, BAY STREET,0,0,0,0
SI, CORONA AVENUE,0,0,0,0
QN,45 STREET,0,0,0,0
SI,26 CLIFTON AVENUE,0,0,0,0
BK,EAST 22 STREET,0,0,0,0
SI, GIFFORDS LANE,0,0,0,0
SI,867 HUGUENOT AVENUE,0,0,0,0
QN, WOODSIDE AVENUE,0,0,0,0
QN,28-27 30 STREET,0,0,0,0
SI, GARRETSON AVENUE,0,0,0,0
SI, VICTORY BOULEVARD,0,0,0,0
BX,EAST 137 STREET,0,0,0,0
BX, LOCUST AVENUE,0,0,0,0
BK,8 AVENUE,0,0,0,0
BX,,0,0,0,0
BK, AVENUE D,0,0,0,0
QN, YELLOWSTONE BLVD,0,0,0,0
MN, AMSTERDAM AVENUE,0,0,0,0
SI, SANDS STREET,0,0,0,0
QN, FAR ROCKAWAY BLVD,0,0,0,0
SI, BAY STREET,0,0,0,0
SI,,0,0,0,0
QN,36 AVENUE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
QN,49 STREET,0,0,0,0
QN,120 AVENUE,0,0,0,0
QN,127 STREET,0,0,0,0
QN, MOTT AVENUE,0,0,0,0
QN,20 AVENUE,0,0,0,0
BK, HINSDALE STREET,0,0,0,0
QN,49 AVENUE,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
BX,164 SCHOFIELD STREET,0,0,0,0
SI, GULF AVENUE,0,0,0,0
QN,69 PLACE,0,0,0,0
SI, WILLOW AVENUE,0,0,0,0
QN, HAWTREE STREET,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
BX,EAST 172 STREET,0,0,0,0
SI,1908R NORTH RAILROAD AVE,0,0,0,0
BK, ROCKAWAY AVENUE,0,0,0,0
BX,EAST 178 STREET,0,0,0,0
QN,147 ROAD,0,0,0,0
QN, VAN WYCK EXPRESSWAY,0,0,0,0
QN,222 STREET,0,0,0,0
BK,774 MONTAUK AVENUE,0,0,0,0
SI, RIGA STREET,0,0,0,0
BX, EASTCHESTER ROAD,0,0,0,0
QN, HOLLIS AVENUE,0,0,0,0
BX,EAST 138 STREET,0,0,0,0
BK, GLENWOOD ROAD,0,0,0,0
QN, STEINWAY STREET,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
BX,EAST 134 STREET,0,0,0,0
QN,BEACH 12 STREET,0,0,0,0
QN,60 DRIVE,0,0,0,0
QN, MAIN STREET,0,0,0,0
QN, CALAMUS AVENUE,0,0,0,0
SI, TYSENS LANE,0,0,0,0
BX,701 GARRISON AVENUE,0,0,0,0
BX, BUSINESS PLACE,0,0,0,0
BK, AVENUE Z,0,0,0,0
BK,819 NOSTRAND AVENUE,0,0,0,0
BK, AVENUE H,0,0,0,0
SI,,0,0,0,0
QN,44 AVENUE,0,0,0,0
MN,135 7 AVENUE,0,0,0,0
SI, WARD AVENUE,0,0,0,0
SI, GUYON AVENUE,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
BK, SUTTER AVENUE,0,0,0,0
QN, REVIEW AVENUE,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
QN,21 STREET,0,0,0,0
BX, LEBANON STREET,0,0,0,0
BK, FRANKLIN AVENUE,0,0,0,0
QN,204-30 JAMAICA AVENUE,0,0,0,0
QN,222 STREET,0,0,0,0
SI, DELAWARE AVENUE,0,0,0,0
BX, HUNTS POINT AVENUE,0,0,0,0
QN, FAR ROCKAWAY BLVD,0,0,0,0
BX, LONGFELLOW AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, MADISON STREET,0,0,0,0
QN, BESSEMER STREET,0,0,0,0
MN,327 EAST 63 STREET,0,0,0,0
QN,38-23 55 STREET,0,0,0,0
BK,EAST 80 STREET,0,0,0,0
BX, LONGFELLOW AVENUE,0,0,0,0
QN, MOTT AVENUE,0,0,0,0
QN, BROOKVILLE BOULEVARD,0,0,0,0
QN,57 STREET,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
MN,3775 9 AVENUE,0,0,0,0
QN,34-28 COLLEGE POINT BLVD,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
SI, MARGO LOOP,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
SI, WILD AVENUE,0,0,0,0
QN,121 STREET,0,0,0,0
BK,8 AVENUE,0,0,0,0
QN,108 STREET,0,0,0,0
QN,222 STREET,0,0,0,0
QN, BEDELL STREET,0,0,0,0
MN,608 WEST 175 STREET,0,0,0,0
MN,WEST 203 STREET,0,0,0,0
SI, BAYVIEW AVENUE,0,0,0,0
SI, STUYVESANT AVENUE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, LIBERTY AVENUE,0,0,0,0
SI,219 ELLIS STREET,0,0,0,0
QN,129 AVENUE,0,0,0,0
QN,109 STREET,0,0,0,0
BX, MELVILLE STREET,0,0,0,0
BX,1211 GRANDVIEW PLACE,0,0,0,0
QN, HILLSIDE AVENUE,0,0,0,0
SI, ZOE STREET,0,0,0,0
BX,2885 JEROME AVENUE,0,0,0,0
SI, VERNON AVENUE,0,0,0,0
MN, DYER AVENUE,0,0,0,0
BX,366 EAST 150 STREET,0,0,0,0
BX,,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
BK,49 STREET,0,0,0,0
QN,45-20 48 STREET,0,0,0,0
QN,56 STREET,0,0,0,0
SI,45 SEGUINE AVENUE,0,0,0,0
QN, OTTO ROAD,0,0,0,0
QN,81-09 LEFFERTS BOULEVARD,0,0,0,0
QN,39 AVENUE,0,0,0,0
QN,58 STREET,0,0,0,0
QN,71 AVENUE,0,0,0,0
QN,57 AVENUE,0,0,0,0
SI, ARDEN AVENUE,0,0,0,0
BK,676 ATLANTIC AVENUE,0,0,0,0
BK, OCEAN PARKWAY,0,0,0,0
BK,26 STREET,0,0,0,0
BX,WEST 230 STREET,0,0,0,0
BK, JUNIUS STREET,0,0,0,0
SI, ARMSTRONG AVENUE,0,0,0,0
BX,320 LACONIA AVENUE,0,0,0,0
SI, HUGUENOT AVENUE,0,0,0,0
SI, THOMPSON STREET,0,0,0,0
QN, MOTT AVENUE,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN,140 AVENUE,0,0,0,0
BK, NEW UTRECHT AVENUE,0,0,0,0
BX, PAULDING AVENUE,0,0,0,0
QN,57 AVENUE,0,0,0,0
BX,EAST 141 STREET,0,0,0,0
SI, LEONELLO LANE,0,0,0,0
MN,50 THAYER STREET,0,0,0,0
QN,91 AVENUE,0,0,0,0
QN,160 STREET,0,0,0,0
