Borough,Address,Total Building Floor Area,Number of Floors,Assessed Total Value,Year Built
QN,154-18 CROSS ISLAND PARKWAY,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
QN, NASSAU BOULEVARD,0,0,0,0
QN, RAILROAD AVENUE,0,0,0,0
SI, DE HART AVENUE,0,0,0,0
SI, NEW DORP LANE,0,0,0,0
BX, HARLEM RIVER TERRACE,0,0,0,0
MN,WEST 35 STREET,0,0,0,0
BX, GRAND CONCOURSE,0,0,0,0
QN,267-08 UNION TURNPIKE,0,0,0,0
BX,EAST 172 STREET,0,0,0,0
QN,115 STREET,0,0,0,0
QN,56 STREET,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
QN, HILLSIDE AVENUE,0,0,0,0
BK,1751 WEST 1 STREET,0,0,0,0
QN,44 AVENUE,0,0,0,0
BK, AVENUE U,0,0,0,0
MN, BROADWAY,0,0,0,0
QN,159 AVENUE,0,0,0,0
QN, BROADWAY,0,0,0,0
BK, HEGEMAN AVENUE,0,0,0,0
SI, SAVO LANE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, MIDDLEMAY PLACE,0,0,0,0
QN,161-44 84 AVENUE,0,0,0,0
SI,355 FOREST AVENUE,0,0,0,0
BK, EAST NEW YORK AVENUE,0,0,0,0
BK, BELMONT AVENUE,0,0,0,0
QN,BEACH 91 STREET,0,0,0,0
QN,3 AVENUE,0,0,0,0
SI, ESSEX DRIVE,0,0,0,0
SI, AVON LANE,0,0,0,0
BK,64 STREET,0,0,0,0
SI, MERSEREAU AVENUE,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
SI, ARTHUR KILL ROAD,0,0,0,0
SI, CLAUDIA COURT,0,0,0,0
QN, NORTHERN BOULEVARD,0,0,0,0
QN, VERNON BOULEVARD,0,0,0,0
SI, LAMOKA AVENUE,0,0,0,0
SI, MC KINLEY AVENUE,0,0,0,0
BK,1511 KINGS HIGHWAY,0,0,0,0
BK, HUDSON AVENUE,0,0,0,0
QN,41 AVENUE,0,0,0,0
QN,69 STREET,0,0,0,0
QN,43-05 BELL BOULEVARD,0,0,0,0
BK, NEPTUNE AVENUE,0,0,0,0
SI, GARRETSONS LANE,0,0,0,0
SI, BAY STREET,0,0,0,0
SI, SHARROTT AVENUE,0,0,0,0
QN,29 STREET,0,0,0,0
MN,122 PARK ROW,0,0,0,0
BK, OCEAN AVENUE,0,0,0,0
BX,3 AVENUE,0,0,0,0
SI, GIFFORDS LANE,0,0,0,0
QN,128 DRIVE,0,0,0,0
QN,31 STREET,0,0,0,0
QN,14 AVENUE,0,0,0,0
QN, MERRICK BOULEVARD,0,0,0,0
BK, AVENUE K,0,0,0,0
QN,224 STREET,0,0,0,0
SI, WILLOW AVENUE,0,0,0,0
BK, CENTRAL AVENUE,0,0,0,0
BK,EAST 94 STREET,0,0,0,0
SI, JOHN STREET,0,0,0,0
SI, ELLIS STREET,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,BEACH 25 STREET,0,0,0,0
QN,,0,0,0,0
SI, DREYER AVENUE,0,0,0,0
QN, MADISON STREET,0,0,0,0
QN,120 STREET,0,0,0,0
MN,214 AVENUE C,0,0,0,0
BK, POST COURT,0,0,0,0
BX,584 EAST 138 STREET,0,0,0,0
BK,49 GOLD STREET,0,0,0,0
QN, BEACH CHANNEL DRIVE,0,0,0,0
BK,5 AVENUE,0,0,0,0
QN,63 DRIVE,0,0,0,0
QN,47 AVENUE,0,0,0,0
BX, BALDWIN STREET,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI, TRAVIS AVENUE,0,0,0,0
QN,,0,0,0,0
QN, EVERITT PLACE,0,0,0,0
SI, HANNAH STREET,0,0,0,0
BX, INDEPENDENCE AVENUE,0,0,0,0
SI, LORRAINE LOOP,0,0,0,0
BX, BRONX STREET,0,0,0,0
BX, WESTCHESTER AVENUE,0,0,0,0
BK,EAST 92 STREET,0,0,0,0
MN, MARGINAL STREET,0,0,0,0
BK,EAST 39 STREET,0,0,0,0
QN,26 AVENUE,0,0,0,0
QN,137-40 91 AVENUE,0,0,0,0
QN, SUTPHIN BOULEVARD,0,0,0,0
MN,108 EAST 19 STREET,0,0,0,0
QN,150 STREET,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
QN,62 AVENUE,0,0,0,0
BX,954 EAST 134 STREET,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
SI, ALTER AVENUE,0,0,0,0
SI, ILYSSA WAY,0,0,0,0
SI, TURNER STREET,0,0,0,0
QN,212 STREET,0,0,0,0
BK, FULTON STREET,0,0,0,0
BK, NEW UTRECHT AVENUE,0,0,0,0
QN, EDGEMERE AVENUE,0,0,0,0
BK, KINGS HIGHWAY,0,0,0,0
QN,94 STREET,0,0,0,0
SI, ELMWOOD PARK DRIVE,0,0,0,0
SI, WOLCOTT AVENUE,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
BK,382 SOUTH 3 STREET,0,0,0,0
SI, SIMONSON AVENUE,0,0,0,0
SI, FAIRLAWN AVENUE,0,0,0,0
SI, ZOE STREET,0,0,0,0
SI, BEDFORD AVENUE,0,0,0,0
QN,60 LANE,0,0,0,0
BX, BLACKSTONE AVENUE,0,0,0,0
QN,BEACH 88 STREET,0,0,0,0
QN,56 STREET,0,0,0,0
QN, POWER ROAD,0,0,0,0
QN,BEACH 98 STREET,0,0,0,0
SI, DEPPE PLACE,0,0,0,0
QN,616 WEST ROAD,0,0,0,0
SI, PRESENTATION CIRCLE,0,0,0,0
SI, JOLINE AVENUE,0,0,0,0
MN,77 MURRAY STREET,0,0,0,0
QN,30 AVENUE,0,0,0,0
SI, SUSANNA LANE,0,0,0,0
BK, LOUISIANA AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI, KUNATH AVENUE,0,0,0,0
SI, NORTH GANNON AVENUE,0,0,0,0
QN, JAVA PLACE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
QN,BEACH 85 STREET,0,0,0,0
SI, NICHOLAS AVENUE,0,0,0,0
QN, UNION HALL STREET,0,0,0,0
QN, LEFFERTS BOULEVARD,0,0,0,0
BK, PROSPECT PLACE,0,0,0,0
QN,87-74 CHEVY CHASE STREET,0,0,0,0
QN,158 STREET,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, MURDOCK AVENUE,0,0,0,0
QN,177 STREET,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
BK, LINDEN BOULEVARD,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, BRINKERHOFF AVENUE,0,0,0,0
SI, BAY STREET,0,0,0,0
QN,44 AVENUE,0,0,0,0
BK, BROOKLYN AVENUE,0,0,0,0
QN, MONTAUK STREET,0,0,0,0
BK, OCEAN AVENUE,0,0,0,0
QN, BROOKVILLE BOULEVARD,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, RAILROAD AVENUE,0,0,0,0
BK, AVENUE T,0,0,0,0
QN,212-06 NORTHERN BOULEVARD,0,0,0,0
SI, NICHOLAS AVENUE,0,0,0,0
SI,1165 RICHMOND TERRACE,0,0,0,0
BK, SNEDIKER AVENUE,0,0,0,0
QN, POWER ROAD,0,0,0,0
QN, JAVA PLACE,0,0,0,0
SI, LOCKMAN AVENUE,0,0,0,0
SI, MC KINLEY AVENUE,0,0,0,0
QN,BEACH 87 STREET,0,0,0,0
QN,BEACH 99 STREET,0,0,0,0
QN,197-14 MURDOCK AVENUE,0,0,0,0
MN,208 EAST 79 STREET,0,0,0,0
BK, FULTON STREET,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
BX,3001 KINGSBRIDGE AVENUE,0,0,0,0
BK,865 LIVONIA AVENUE,0,0,0,0
QN,680 FAIRVIEW AVENUE,0,0,0,0
MN,380 CONVENT AVENUE,0,0,0,0
SI, FABER STREET,0,0,0,0
SI, IRVING PLACE,0,0,0,0
SI, HOUSMAN AVENUE,0,0,0,0
SI, SIMONSON AVENUE,0,0,0,0
SI, UNION AVENUE,0,0,0,0
QN,28 AVENUE,0,0,0,0
SI, BAY STREET,0,0,0,0
SI,160 WILCOX STREET,0,0,0,0
SI, BAY STREET,0,0,0,0
SI, HILLCREST TERRACE,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
QN,BEACH 98 STREET,0,0,0,0
QN,112 STREET,0,0,0,0
SI, MANILA PLACE,0,0,0,0
SI, RAILROAD AVENUE,0,0,0,0
SI,50 VAN RIPER STREET,0,0,0,0
SI, GUYON AVENUE,0,0,0,0
QN,73 AVENUE,0,0,0,0
SI,861 BAY STREET,0,0,0,0
SI, BREHAUT AVENUE,0,0,0,0
SI, BARNARD AVENUE,0,0,0,0
SI, NECKAR AVENUE,0,0,0,0
BK, LESTER COURT,0,0,0,0
BK, NOVA COURT,0,0,0,0
SI, KAY PLACE,0,0,0,0
SI, GREENFIELD AVENUE,0,0,0,0
SI, CHARLESTON AVENUE,0,0,0,0
QN,56 ROAD,0,0,0,0
SI,161 OLD TOWN ROAD,0,0,0,0
QN,29 STREET,0,0,0,0
QN,99 AVENUE,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
BK,18 AVENUE,0,0,0,0
MN,204 2 AVENUE,0,0,0,0
QN,133 AVENUE,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
SI, RAILROAD AVENUE,0,0,0,0
QN,21 STREET,0,0,0,0
SI, ANNADALE ROAD,0,0,0,0
BX, HARDING PARK,0,0,0,0
MN,3755 9 AVENUE,0,0,0,0
BX, WATSON AVENUE,0,0,0,0
BX, FENTON AVENUE,0,0,0,0
QN, POWELLS COVE BLVD,0,0,0,0
BK,358 TROY AVENUE,0,0,0,0
BK, PORTER AVENUE,0,0,0,0
SI,14 VICTORY BOULEVARD,0,0,0,0
BK, AVENUE X,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
QN,26 STREET,0,0,0,0
QN,21 STREET,0,0,0,0
QN, FRANCIS LEWIS BLVD,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,79 STREET,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN,144-02 130 AVENUE,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
BX, SHERIDAN EXPRESSWAY,0,0,0,0
SI, LULU COURT,0,0,0,0
SI, SANDY LANE,0,0,0,0
MN,521 WEST 41 STREET,0,0,0,0
MN,151 EAST 97 STREET,0,0,0,0
MN,320 WEST 201 STREET,0,0,0,0
MN,7 AVENUE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
BX, LANDING ROAD,0,0,0,0
BK, RALPH AVENUE,0,0,0,0
BK, FARRAGUT ROAD,0,0,0,0
QN, ARCHER AVENUE,0,0,0,0
QN, HAWTREE STREET,0,0,0,0
BX, ALLERTON AVENUE,0,0,0,0
BX, SHERIDAN EXPRESSWAY,0,0,0,0
BK,,0,0,0,0
QN,15 AVENUE,0,0,0,0
QN,99 AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI,94 STATE STREET,0,0,0,0
BK,2 AVENUE,0,0,0,0
BK,65 6 STREET,0,0,0,0
BK,8 AVENUE,0,0,0,0
BX,EAST 139 STREET,0,0,0,0
QN, SUTPHIN BOULEVARD,0,0,0,0
QN,BEACH 108 STREET,0,0,0,0
QN,25-40 BORDEN AVENUE,0,0,0,0
BX, MACOMBS DAM PARK,0,0,0,0
BX,4350 3 AVENUE,0,0,0,0
BX, LAFAYETTE AVENUE,0,0,0,0
BX, PARK AVENUE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
BK,EAST 87 STREET,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN, PITKIN AVENUE,0,0,0,0
BK, LINCOLN AVENUE,0,0,0,0
QN,80-18 ROCKAWAY BEACH BLVD,0,0,0,0
QN,BEACH 105 STREET,0,0,0,0
SI,24 ONTARIO AVENUE,0,0,0,0
SI, MINTHORNE STREET,0,0,0,0
QN,50 AVENUE,0,0,0,0
QN, BORAGE PLACE,0,0,0,0
BK,7 AVENUE,0,0,0,0
BK,1551 GATES AVENUE,0,0,0,0
BK, AVENUE X,0,0,0,0
QN,51 AVENUE,0,0,0,0
QN, ST FELIX AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
QN,92 AVENUE,0,0,0,0
QN,149 AVENUE,0,0,0,0
BX,EAST 242 STREET,0,0,0,0
BK,EAST 100 STREET,0,0,0,0
BK, TURNBULL AVENUE,0,0,0,0
SI, HARBOR ROAD,0,0,0,0
BK,SOUTH 4 STREET,0,0,0,0
SI, SOUTH RAILROAD AVE,0,0,0,0
QN,19 STREET,0,0,0,0
QN, METROPOLITAN AVENUE,0,0,0,0
QN,2 STREET,0,0,0,0
QN,68 STREET,0,0,0,0
BK, LIVONIA AVENUE,0,0,0,0
BK,37 STREET,0,0,0,0
SI, MC KINLEY AVENUE,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
BK, MOFFAT STREET,0,0,0,0
SI, CLOVE ROAD,0,0,0,0
QN, WILLETS POINT BLVD,0,0,0,0
BK,BAY 16 STREET,0,0,0,0
QN,225 STREET,0,0,0,0
QN,135 DRIVE,0,0,0,0
QN,149 AVENUE,0,0,0,0
QN,91 AVENUE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,149 AVENUE,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, SMITH STREET,0,0,0,0
QN,118 ROAD,0,0,0,0
QN,167 STREET,0,0,0,0
BK,10 AVENUE,0,0,0,0
BK,12 AVENUE,0,0,0,0
BK, CHURCH AVENUE,0,0,0,0
QN, MURRAY STREET,0,0,0,0
QN,131 AVENUE,0,0,0,0
QN,138 ROAD,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, LAURELTON PARKWAY,0,0,0,0
QN,BEACH 89 STREET,0,0,0,0
QN,102 STREET,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
QN,BEACH 69 STREET,0,0,0,0
SI, BURGHER AVENUE,0,0,0,0
QN, RAILROAD AVENUE,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, BOROUGH PLACE,0,0,0,0
SI, WATER STREET,0,0,0,0
SI, BAY STREET,0,0,0,0
SI, RICHMOND ROAD,0,0,0,0
SI, GROVE AVENUE,0,0,0,0
SI, JOHN STREET,0,0,0,0
SI,38 CALCAGNO COURT,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
SI, WRIGHT AVENUE,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, DE HART AVENUE,0,0,0,0
SI, BUSH AVENUE,0,0,0,0
SI, BUSH AVENUE,0,0,0,0
SI, HARBOR ROAD,0,0,0,0
SI, HUSSON STREET,0,0,0,0
SI, RICHMOND AVENUE,0,0,0,0
SI, WEST FINGERBOARD RD,0,0,0,0
SI, GRASMERE AVENUE,0,0,0,0
SI, GRASMERE AVENUE,0,0,0,0
SI, OLD TOWN ROAD,0,0,0,0
SI, WEST FINGERBOARD RD,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
SI, NEW DORP LANE,0,0,0,0
SI, NEW DORP LANE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,39 AVENUE,0,0,0,0
QN,116 STREET,0,0,0,0
SI,425 WESTERN AVENUE,0,0,0,0
QN,61 DRIVE,0,0,0,0
MN,3764 9 AVENUE,0,0,0,0
QN,97 AVENUE,0,0,0,0
QN,37 STREET,0,0,0,0
MN,491 11 AVENUE,0,0,0,0
BK, LIBERTY AVENUE,0,0,0,0
QN,227-16 LINDEN BOULEVARD,0,0,0,0
QN,106 BEACH CHANNEL,0,0,0,0
SI, HEATHER COURT,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
BX, MELVILLE STREET,0,0,0,0
QN,101 STREET,0,0,0,0
SI, ARMSTRONG AVENUE,0,0,0,0
SI, ARMSTRONG AVENUE,0,0,0,0
SI, POSEN STREET,0,0,0,0
SI, BAYVIEW AVENUE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
SI, HUGUENOT AVENUE,0,0,0,0
BK,650 WILSON AVENUE,0,0,0,0
BK,EAST 8 STREET,0,0,0,0
MN, RIVERSIDE DRIVE,0,0,0,0
SI, MAIDEN LANE,0,0,0,0
QN, SUTPHIN BOULEVARD,0,0,0,0
BK, NEW UTRECHT AVENUE,0,0,0,0
SI,93 MACON AVENUE,0,0,0,0
SI, SOUTH RAILROAD ST,0,0,0,0
QN,107 STREET,0,0,0,0
QN,11 AVENUE,0,0,0,0
BX, BRUCKNER BOULEVARD,0,0,0,0
BX, HALPERIN AVENUE,0,0,0,0
SI, CLARION COURT,0,0,0,0
SI, BENTLEY STREET,0,0,0,0
MN,102 EAST 126 STREET,0,0,0,0
BX, LONGWOOD AVENUE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,76 AVENUE,0,0,0,0
SI, LAMOKA AVENUE,0,0,0,0
SI, GATON STREET,0,0,0,0
BK, NEWPORT STREET,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
SI, ARTHUR KILL ROAD,0,0,0,0
QN, BROADWAY,0,0,0,0
QN, METROPOLITAN AVENUE,0,0,0,0
BX,861 HUNTS POINT AVENUE,0,0,0,0
QN, STATION ROAD,0,0,0,0
BX, PARK AVENUE,0,0,0,0
QN,221 STREET,0,0,0,0
QN, BROADWAY,0,0,0,0
BK,423 STATE STREET,0,0,0,0
SI,5180 AMBOY ROAD,0,0,0,0
MN,126 WEST 53 STREET,0,0,0,0
SI, MAIDEN LANE,0,0,0,0
BK, BLAKE AVENUE,0,0,0,0
BX, SECOR AVENUE,0,0,0,0
QN, UNION HALL STREET,0,0,0,0
BK,9 AVENUE,0,0,0,0
BK,145 LORIMER STREET,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, DENISE COURT,0,0,0,0
QN, CYPRESS HILLS STREET,0,0,0,0
BK,EAST 18 STREET,0,0,0,0
BK,62 STREET,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
BX, CROMWELL AVENUE,0,0,0,0
SI,,0,0,0,0
SI, DARLINGTON AVENUE,0,0,0,0
QN,222 STREET,0,0,0,0
QN,222 STREET,0,0,0,0
MN,341 EAST 39 STREET,0,0,0,0
BK,1238 63RD STREET,0,0,0,0
BX, PARK AVENUE,0,0,0,0
BK,19 BRIDGE STREET,0,0,0,0
QN,57 STREET,0,0,0,0
QN, ARCHER AVENUE,0,0,0,0
BK,76 AVENUE V,0,0,0,0
BK, ST MARKS AVENUE,0,0,0,0
QN, GRAND AVENUE,0,0,0,0
QN,112 STREET,0,0,0,0
SI, SPOONER STREET,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
SI, GRANDVIEW AVENUE,0,0,0,0
SI, MARYLAND LANE,0,0,0,0
BK,4610 AVENUE N,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
QN,212 STREET,0,0,0,0
MN,WEST 117 STREET,0,0,0,0
BX,EAST 187 STREET,0,0,0,0
QN,135 AVENUE,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
QN,87 AVENUE,0,0,0,0
BK, BOGART STREET,0,0,0,0
BK,416 64 STREET,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
BK, FLATLANDS AVENUE,0,0,0,0
SI, GARRETSON AVENUE,0,0,0,0
QN,88 STREET,0,0,0,0
SI, OSGOOD AVENUE,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
QN,24 STREET,0,0,0,0
BK,418 SOUTH 5 STREET,0,0,0,0
QN,47 AVENUE,0,0,0,0
BX,699A BRIDGE STREET,0,0,0,0
QN,44 AVENUE,0,0,0,0
QN, NORTHERN BOULEVARD,0,0,0,0
MN, FT WASHINGTON AVENUE,0,0,0,0
SI, FOREST AVENUE,0,0,0,0
BK, CARROLL STREET,0,0,0,0
QN,43 STREET,0,0,0,0
QN, LEFFERTS BOULEVARD,0,0,0,0
BK,6124 11 AVENUE,0,0,0,0
SI, BUSH AVENUE,0,0,0,0
QN,159 STREET,0,0,0,0
BK, COLONIAL ROAD,0,0,0,0
QN,21 STREET,0,0,0,0
QN,39 AVENUE,0,0,0,0
BK,121 MILFORD STREET,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
SI, ALTER AVENUE,0,0,0,0
BX,2060 LACOMBE AVENUE,0,0,0,0
BK, FOSTER AVENUE,0,0,0,0
SI, SPOONER STREET,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
QN,50-18 98 STREET,0,0,0,0
QN, NORTH BOULEVARD,0,0,0,0
MN, HUDSON STREET,0,0,0,0
MN,1800 2 AVENUE,0,0,0,0
QN,59-96 57 STREET,0,0,0,0
BX, BELL AVENUE,0,0,0,0
QN, LIBERTY AVENUE,0,0,0,0
SI, NEW DORP LANE,0,0,0,0
SI, BAYVIEW AVENUE,0,0,0,0
QN,135 DRIVE,0,0,0,0
QN,20 STREET,0,0,0,0
SI, ELLIS STREET,0,0,0,0
BX,416 GRAND CONCOURSE,0,0,0,0
BK, ELTON STREET,0,0,0,0
BK, STEWART AVENUE,0,0,0,0
BK, ROCKAWAY PARKWAY,0,0,0,0
QN, GRAND CENTRL PARKWAY,0,0,0,0
BK, CORTELYOU ROAD,0,0,0,0
QN,141 AVENUE,0,0,0,0
BX,3993 LACONIA AVENUE,0,0,0,0
SI, EAGAN AVENUE,0,0,0,0
BK, DEAN STREET,0,0,0,0
BK,2 PLACE,0,0,0,0
QN,130 AVENUE,0,0,0,0
BX,275 EXTERIOR STREET,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
QN, VAN WYCK EXPRESSWAY,0,0,0,0
QN,74 STREET,0,0,0,0
BK, LINDEN BOULEVARD,0,0,0,0
QN,28 STREET,0,0,0,0
MN,313 WEST 133 STREET,0,0,0,0
QN,101 STREET,0,0,0,0
MN,570 1 AVENUE,0,0,0,0
BX, EASTCHESTER ROAD,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
BK, IVAN COURT,0,0,0,0
MN, LEONARD STREET,0,0,0,0
BK, BUTLER STREET,0,0,0,0
SI, POSEN STREET,0,0,0,0
SI, WATER STREET,0,0,0,0
SI, ANNADALE ROAD,0,0,0,0
QN, BEACH CHANNEL DRIVE,0,0,0,0
QN, ROCKAWAY FREEWAY,0,0,0,0
BX, EAST TREMONT AVENUE,0,0,0,0
QN, QUEENS BOULEVARD,0,0,0,0
SI, HOUSMAN AVENUE,0,0,0,0
BK,9 STREET,0,0,0,0
BX, MACOMBS DAM PARK,0,0,0,0
SI, EATON PLACE,0,0,0,0
BK, ATLANTIC AVENUE,0,0,0,0
BX, PARK AVENUE,0,0,0,0
BK, ALBANY AVENUE,0,0,0,0
BK,105 RIVER STREET,0,0,0,0
BK,11 AVENUE,0,0,0,0
QN, CROSS BAY BOULEVARD,0,0,0,0
BK, SHELL ROAD,0,0,0,0
BK, PRESIDENT STREET,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
QN,40-08 NORTHERN BOULEVARD,0,0,0,0
QN,176 STREET,0,0,0,0
MN, BROADWAY,0,0,0,0
MN,130 WEST END AVENUE,0,0,0,0
SI, BLOOMFIELD ROAD,0,0,0,0
QN,129 AVENUE,0,0,0,0
QN, NORTH CONDUIT BLVD,0,0,0,0
QN,69 PLACE,0,0,0,0
QN,95 STREET,0,0,0,0
QN,197 STREET,0,0,0,0
BK,WEST 29 STREET,0,0,0,0
QN, BROADWAY,0,0,0,0
BX, REEDS MILL LANE,0,0,0,0
QN,122 STREET,0,0,0,0
QN,135 AVENUE,0,0,0,0
QN,144 STREET,0,0,0,0
